a1,a5a,DR,a10,a12,a15_rec,a16,taille_menage,g01bis,g02bis,g04bis,g05bis,g06bis,g07bis,g08bis,g09bis,g11bis,g12bis,g12_autre,g10bis,g13bis,g14bis,g16bis,g19bis,g19_autre_a_preciser,g03_unitbis,g03_dureebis,g15_unitbis,g15_dureebis,poids,strate
SEDHIOU,12403,124,Enfant biologiqueAdopte,Masculi,30-34ans,Manding, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Prix trop élevé,,,,,,673.1869506835938,Autres urbains
SEDHIOU,12407,124,S?urFrere,Masculi,30-34ans,Manding, 10 à 15 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,La moto/le scooter/taxi jakarta,Aucune repproche,,,,,,673.1869506835938,Autres urbains
SEDHIOU,12408,124,EpouseEpoux,Feminin,55-59ans,Manding, 6 à 10 personnes,Non,,,,,,,,,,,,Oui,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Trop dangereux,,,,,,673.1869506835938,Autres urbains
SEDHIOU,12501,125,Beau-FrereBelle-S?ur,Feminin,20-24ans,Soce, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Logement impropre au raccord,La moto/le scooter/taxi jakarta,Prix trop élevé,,,,,,1665.642211914063,Rural
SEDHIOU,12502,125,Enfant biologiqueAdopte,Masculi,35-39ans,Manding, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1665.642211914063,Rural
SEDHIOU,12503,125,Chef de menage,Masculi,35-39ans,Manding, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Manque de fiabilité des services de transport public,,,,,,1665.642211914063,Rural
SEDHIOU,12504,125,Petit-enfant,Masculi,20-24ans,Manding, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1665.642211914063,Rural
SEDHIOU,12505,125,Chef de menage,Masculi,30-34ans,Manding, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Autre,Le vélo,Aucune repproche,,,,,,1665.642211914063,Rural
SEDHIOU,12506,125,Chef de menage,Masculi,35-39ans,Manding, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Attente trop longue,,,,,,1665.642211914063,Rural
SEDHIOU,12507,125,Chef de menage,Masculi,40-44ans,Manding, 6 à 10 personnes,Non,,,,,,,,,,,,Non,Autre,Le trekking/marche/à pied,Aucune repproche,,,,,,1665.642211914063,Rural
SEDHIOU,12508,125,Chef de menage,Masculi,35-39ans,Soce, 10 à 15 personnes,Non,,,,,,,,,,,,Non,Frais de raccordbranchement trop couteux,Le trekking/marche/à pied,Attente trop longue,,,,,,1665.642211914063,Rural
DAKAR,02001,020,Chef de menage,Masculi,30-34ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,4,Plus de 6 heures,Restée la même,Lampe rechargeable,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Jour,45,,,862.1224975585938,Dakar urbain
DAKAR,04111,041,EpouseEpoux,Feminin,50-54ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,Jour,45,,,837.5989379882813,Dakar urbain
DAKAR,04205,042,Chef de menage,Masculi,55-59ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,7,Plus de 6 heures,Augmenté,Lampe rechargeable,Oui,,,Non,,,Taxi clando,"Indicipline conducteur, apprenti/receveur",,Jour,45,,,1739.723754882813,Rural
THIES,09701,097,Chef de menage,Masculi,65-69ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par mois,3,Entre 2 et 6 heures,Diminué,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Aucune desserte,,Jour,45,,,866.4842529296875,Autres urbains
DAKAR,03904,039,Chef de menage,Masculi,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Jour,25,,,813.4449462890625,Dakar urbain
LOUGA,10906,109,EpouseEpoux,Feminin,40-44ans,Halpulaar, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,0,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,Jour,25,,,1535.003540039063,Rural
FATICK,11405,114,Chef de menage,Masculi,75-79ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,7,Entre 30 minutes et 1 heure,Diminué,Lampe rechargeable,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),Attente trop longue,,Jour,25,,,826.1441040039063,Autres urbains
FATICK,11411,114,Chef de menage,Masculi,35-39ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Entre 30 minutes et 1 heure,Restée la même,Systeme solaire personnel/generateur personnel,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Aucune repproche,,Jour,22,,,826.1441040039063,Autres urbains
DAKAR,01110,011,Chef de menage,Masculi,35-39ans,Autres ? preciser, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,1,Moins de 30 minutes,Diminué,Torche,Oui,,,Non,,,La voiture/vehicule personnel,Trop dangereux,,Jour,20,,,780.2109985351563,Dakar urbain
DAKAR,02301,023,Beau-FilsBelle-Fille,Feminin,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par semaine,3,Plus de 6 heures,Diminué,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Manque de place/surcharge,,Jour,20,,,953.3085327148438,Dakar urbain
DAKAR,02311,023,Chef de menage,Masculi,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par mois,1,Moins de 30 minutes,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,Jour,20,,,953.3085327148438,Dakar urbain
DAKAR,03311,033,Chef de menage,Masculi,55-59ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,3,Entre 2 et 6 heures,Restée la même,Bougies,Oui,,,Non,,,Transport public TaTa,"Indicipline conducteur, apprenti/receveur",,Jour,20,,,809.3505249023438,Dakar urbain
SAINT-LOUIS,06811,068,Chef de menage,Feminin,65-69ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,4,Plus de 6 heures,Augmenté,Bougies,Oui,,,Oui,,,Le trekking/marche/à pied,Aucune repproche,,Jour,20,,,705.4562377929688,Autres urbains
LOUGA,10410,104,EpouseEpoux,Feminin,45-49ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,1,Entre 1 et 2 heures,Diminué,Torche,Oui,,,Oui,,,Taxi clando,Perte de temps,,Jour,20,,,1866.035278320313,Rural
SAINT-LOUIS,07410,074,EpouseEpoux,Feminin,55-59ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Chaque jour,2,Entre 30 minutes et 1 heure,Augmenté,Torche,Oui,,,Non,,,Le trekking/marche/à pied,Manque de fiabilité des services de transport public,,Jour,16,,,745.6480102539063,Autres urbains
THIES,09710,097,Chef de menage,Masculi,45-49ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,2,Entre 1 et 2 heures,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,Attente trop longue,,Jour,16,,,866.4842529296875,Autres urbains
DAKAR,01109,011,Chef de menage,Feminin,25-29ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,0,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Trop dangereux,,Jour,15,,,780.2109985351563,Dakar urbain
DAKAR,02901,029,Chef de menage,Masculi,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de fiabilité des services de transport public,,Jour,15,,,933.7877197265625,Dakar urbain
DAKAR,02903,029,EpouseEpoux,Feminin,40-44ans,Diola, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Rarement,5,Entre 2 et 6 heures,Augmenté,Torche,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Manque de fiabilité des services de transport public,,Jour,15,,,933.7877197265625,Dakar urbain
DAKAR,03808,038,EpouseEpoux,Feminin,35-39ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,7,Plus de 6 heures,Restée la même,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Jour,15,,,210.5963134765625,Dakar urbain
DAKAR,04010,040,S?urFrere,Masculi,50-54ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,7,Entre 2 et 6 heures,Augmenté,Bougies,Oui,,,Oui,,,Transport Dakar Dem Dikk,"Indicipline conducteur, apprenti/receveur",,Jour,15,,,890.248046875,Dakar urbain
DAKAR,04502,045,Enfant biologiqueAdopte,Masculi,25-29ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par semaine,2,Plus de 6 heures,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Aucune repproche,,Jour,15,,,758.2474975585938,Dakar urbain
DAKAR,04506,045,Chef de menage,Masculi,65-69ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par mois,3,Entre 2 et 6 heures,Diminué,Bougies,Oui,,,Oui,,,Taxi clando,Attente trop longue,,Jour,15,,,758.2474975585938,Dakar urbain
DAKAR,05106,051,Chef de menage,Feminin,45-49ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,2,Entre 30 minutes et 1 heure,Augmenté,Torche,Oui,,,Oui,,,Taxi clando,Manque de place/surcharge,,Jour,15,,,743.1787109375,Dakar urbain
ZIGUINCHOR,05502,055,Chef de menage,Masculi,40-44ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,2,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Taxi jaune noir,Manque de fiabilité des services de transport public,,Jour,15,,,763.6321411132813,Autres urbains
THIES,09107,091,Chef de menage,Masculi,65-69ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par mois,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Taxi clando,Manque de place/surcharge,,Jour,15,,,655.6036987304688,Autres urbains
THIES,09508,095,Chef de menage,Feminin,50-54ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Chaque jour,7,Entre 2 et 6 heures,Augmenté,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Autre,,Jour,15,,,821.7345581054688,Autres urbains
THIES,10207,102,Chef de menage,Masculi,45-49ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Rarement,4,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,Manque de place/surcharge,,Jour,15,,,766.1415405273438,Autres urbains
FATICK,11009,110,Chef de menage,Masculi,50-54ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,7,Plus de 6 heures,Augmenté,Bougies,Oui,,,Oui,,,Taxi clando,Aucune repproche,,Jour,15,,,775.6000366210938,Autres urbains
DIOURBEL,06603,066,EpouseEpoux,Feminin,20-24ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Rarement,6,Plus de 6 heures,Restée la même,Bougies,Oui,,,Non,,,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,Jour,14,,,1875.208251953125,Rural
DIOURBEL,06509,065,Enfant biologiqueAdopte,Feminin,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par mois,1,Moins de 30 minutes,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Aucune repproche,,Jour,13,,,1712.33740234375,Rural
DAKAR,00107,001,Chef de menage,Feminin,50-54ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,2,Entre 2 et 6 heures,Restée la même,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,"Indicipline conducteur, apprenti/receveur",,Jour,12,,,728.891845703125,Dakar urbain
DAKAR,03211,032,Chef de menage,Masculi,45-49ans,Halpulaar, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,4,Entre 1 et 2 heures,Restée la même,Lampe rechargeable,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Jour,12,,,789.5631713867188,Dakar urbain
DAKAR,01308,013,Autre personne non apparentee,Masculi,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,0,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Perte de temps,,Jour,10,,,730.1552124023438,Dakar urbain
DAKAR,01808,018,Chef de menage,Masculi,45-49ans,Ba?nouck, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,7,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Trop dangereux,,Jour,10,,,804.094970703125,Dakar urbain
SAINT-LOUIS,06812,068,PereMere,Feminin,60-64ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,6,Plus de 6 heures,Augmenté,Lampe rechargeable,Oui,,,Oui,,,Le trekking/marche/à pied,"Indicipline conducteur, apprenti/receveur",,Jour,10,,,705.4562377929688,Autres urbains
KAOLACK,08209,082,Chef de menage,Feminin,65-69ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Chaque jour,3,Entre 1 et 2 heures,Diminué,Autre,Oui,,,Oui,,,Taxi clando,Attente trop longue,,Jour,9,,,849.8566284179688,Autres urbains
DIOURBEL,06508,065,Enfant biologiqueAdopte,Feminin,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par mois,4,Entre 1 et 2 heures,Restée la même,Torche,Oui,,,Oui,,,Le trekking/marche/à pied,Prix trop élevé,,Jour,8,,,1712.33740234375,Rural
DAKAR,04404,044,EpouseEpoux,Feminin,35-39ans,Lebou, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Rarement,1,Plus de 6 heures,Restée la même,Bougies,Oui,,,Oui,,,Taxi clando,Aucune repproche,,Jour,7,,,804.094970703125,Dakar urbain
DAKAR,00602,006,EpouseEpoux,Feminin,50-54ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,1,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Non,,,Transport Dakar Dem Dikk,Attente trop longue,,Jour,6,,,633.8160400390625,Dakar urbain
DAKAR,01001,010,Chef de menage,Masculi,40-44ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,2,Moins de 30 minutes,Restée la même,Lampe rechargeable,Oui,,,Non,,,La voiture/vehicule personnel,"Indicipline conducteur, apprenti/receveur",,Jour,6,,,689.2243041992188,Dakar urbain
DAKAR,02902,029,Chef de menage,Masculi,55-59ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,7,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Manque de place/surcharge,,Jour,6,,,933.7877197265625,Dakar urbain
THIES,08908,089,Chef de menage,Feminin,65-69ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Aucune repproche,,Jour,6,,,748.6473999023438,Autres urbains
DAKAR,00403,004,SœurFrere,Feminin,60-64ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,7,Entre 30 minutes et 1 heure,Diminué,Torche,Oui,,,Non,,,Transport public TaTa,Autre,pas confort pour les malades et handicapes,Jour,5,,,716.9517211914063,Dakar urbain
DAKAR,00811,008,Enfant biologiqueAdopte,Feminin,18-19ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Chaque jour,7,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Oui,,,Taxi jaune noir,Manque de place/surcharge,,Jour,3,,,710.467529296875,Dakar urbain
DAKAR,01006,010,Chef de menage,Masculi,65-69ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Oui,,,Taxi jaune noir,Manque de place/surcharge,,Jour,3,,,689.2243041992188,Dakar urbain
DAKAR,01905,019,Chef de menage,Feminin,60-64ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,3,Entre 30 minutes et 1 heure,Restée la même,Torche,Oui,,,Non,,,Taxi clando,"Indicipline conducteur, apprenti/receveur",,Jour,3,,,804.094970703125,Dakar urbain
DAKAR,02008,020,Chef de menage,Masculi,35-39ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Rarement,2,Entre 2 et 6 heures,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Jour,3,,,862.1224975585938,Dakar urbain
LOUGA,10807,108,Autre personne non apparentee,Feminin,50-54ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Moins de 30 minutes,Augmenté,Bougies,Oui,,,Non,,,La moto/le scooter/taxi jakarta,Perte de temps,,Jour,3,,,773.5599975585938,Autres urbains
DAKAR,01010,010,Chef de menage,Feminin,25-29ans,Autres ? preciser, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,0,Moins de 30 minutes,Restée la même,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,"Indicipline conducteur, apprenti/receveur",,Jour,2,,,689.2243041992188,Dakar urbain
DAKAR,02910,029,Chef de menage,Masculi,60-64ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,1,Entre 1 et 2 heures,Restée la même,Lampe rechargeable,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Manque de place/surcharge,,Jour,2,,,933.7877197265625,Dakar urbain
DAKAR,00103,001,Chef de menage,Masculi,55-59ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,2,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Transport public TaTa,Manque de place/surcharge,,Jour,1,,,728.891845703125,Dakar urbain
DAKAR,01309,013,Chef de menage,Masculi,55-59ans,Wolof, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,0,Entre 2 et 6 heures,Diminué,Systeme solaire personnel/generateur personnel,Oui,,,Non,,,La voiture/vehicule personnel,Manque de fiabilité des services de transport public,,Jour,1,,,730.1552124023438,Dakar urbain
DAKAR,01504,015,Chef de menage,Masculi,55-59ans,Sarakhole, au plus 5 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,0,Moins de 30 minutes,Diminué,Lampe rechargeable,Oui,,,Non,,,Taxi jaune noir,"Indicipline conducteur, apprenti/receveur",,Jour,1,,,650.5859375,Dakar urbain
DAKAR,03708,037,Chef de menage,Masculi,85-89ans,Bambara, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Plusieurs fois par semaine,4,Plus de 6 heures,Augmenté,Bougies,Oui,,,Non,,,Transport public Ndiaga ndiaye ou car rapide,Manque de fiabilité des services de transport public,,Jour,1,,,531.6693725585938,Dakar urbain
SAINT-LOUIS,07408,074,EpouseEpoux,Feminin,40-44ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Oui,Rarement,2,Entre 30 minutes et 1 heure,Augmenté,Bougies,Oui,,,Non,,,Taxi clando,Perte de temps,,Jour,1,,,745.6480102539063,Autres urbains
KAOLACK,08207,082,Chef de menage,Masculi,65-69ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,7,Entre 30 minutes et 1 heure,Diminué,Lampe rechargeable,Oui,,,Non,,,Taxi jaune noir,Manque de fiabilité des services de transport public,,Jour,1,,,849.8566284179688,Autres urbains
THIES,09209,092,Enfant biologiqueAdopte,Masculi,25-29ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par mois,1,Moins de 30 minutes,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Aucune repproche,,Jour,1,,,740.3165283203125,Autres urbains
THIES,09405,094,Chef de menage,Masculi,55-59ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Non,,,Le trekking/marche/à pied,Trop dangereux,,Jour,1,,,1495.086181640625,Rural
KAOLACK,08204,082,Chef de menage,Masculi,30-34ans,Wolof, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,1,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,Aucune repproche,,Semaine,15,,,849.8566284179688,Autres urbains
THIES,08909,089,Chef de menage,Masculi,60-64ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Plusieurs fois par semaine,3,Entre 2 et 6 heures,Augmenté,Bougies,Oui,,,Oui,,,L'âne/charrette (tirée a la main ou par animal),"Indicipline conducteur, apprenti/receveur",,Semaine,10,,,748.6473999023438,Autres urbains
DAKAR,04008,040,Chef de menage,Masculi,50-54ans,Lebou, 6 à 10 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,3,Entre 30 minutes et 1 heure,Diminué,Bougies,Oui,,,Oui,,,Le trekking/marche/à pied,Perte de temps,,Semaine,7,,,890.248046875,Dakar urbain
THIES,09205,092,Chef de menage,Feminin,50-54ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Chaque jour,7,Entre 1 et 2 heures,Diminué,Torche,Oui,,,Non,,,Le trekking/marche/à pied,Manque de fiabilité des services de transport public,,Semaine,7,,,740.3165283203125,Autres urbains
DAKAR,01912,019,Enfant biologiqueAdopte,Masculi,30-34ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,5,Moins de 30 minutes,Diminué,Bougies,Oui,,,Oui,,,Transport public Ndiaga ndiaye ou car rapide,"Indicipline conducteur, apprenti/receveur",,Semaine,6,,,804.094970703125,Dakar urbain
DAKAR,02412,024,S?urFrere,Masculi,35-39ans,Wolof, 10 à 15 personnes,Oui,Réseau électrique national de la SENELEC,Non,Rarement,3,Entre 1 et 2 heures,Diminué,Bougies,Oui,,,Oui,,,Transport public TaTa,Aucune repproche,,Semaine,6,,,971.3467407226563,Dakar urbain
